descricao;empenhado;liquidado;pago
"MANOEL JOSE DE SOUZA - 21719110263";"1.614,29";"1.614,29";"1.614,29"
"MANOEL JOSE DOS SANTOS BEZERRA - 37278452287";"21.898,12";"21.898,12";"21.898,12"
"MANOEL LACERDA ARAUJO DA SILVA - 19746695215";"343,65";"343,65";"343,65"
"MANOEL LIMA DE JESUS - 43514600244";"15.100,00";"15.100,00";"15.100,00"
"MANOEL LIMA GADELHA - 00117083283";"4.000,00";"4.000,00";"4.000,00"
"MANOELLY FRANCO RAMOS - 05493134276";"400,00";"400,00";"400,00"
"MANOEL MARCELO DO CARMO NASCIMENTO - 95115943204";"4.905,70";"4.905,70";"1.345,50"
"MANOEL MATIAS DE SALES - 57154864249";"5.625,00";"0,00";"0,00"
"MANOEL MESSIAS FERNANDES DA CUNHA - 05157951272";"16.709,78";"16.709,78";"0,00"
"MANOEL PEREIRA DA SILVA - 11979267200";"434,33";"434,33";"434,33"
"MANOEL PEREIRA DE LIMA - 75745631287";"2.185,87";"2.185,87";"678,37"
"MANOEL PEREIRA FILHO - 21668159287";"8.894,31";"8.894,31";"8.894,31"
"MANOEL RAMOS DE JESUS - 63529491268";"30.000,00";"30.000,00";"30.000,00"
"MANOEL RIBEIRO DE LIMA - 41284240215";"214,21";"214,21";"214,21"
"MANOEL ROBERTO MARCELINO DOS SANTOS - 11259612287";"7.413,00";"7.413,00";"7.413,00"
"MANOEL SALDANHA DA SILVA - 75914360234";"6.243,20";"6.243,20";"6.243,20"
"MANOEL VIRGOLINO LIMA AZEVEDO - 65483596234";"6.011,18";"6.011,18";"5.438,69"
"MANOEL WANES MACHADO PERES-ME - 84330026000198";"3.000,00";"3.000,00";"3.000,00"
"MANOEL XAVIER DA SILVEIRA NETO - 11984228234";"0,00";"0,00";"0,00"
"MANOS COMERCIO ATACADISTA DE MATERIAIS L - 49464439000164";"3.168,00";"0,00";"0,00"
"MANSIL EMPRENDIMENTOS LTDA - 13828871000140";"110.886,25";"0,00";"0,00"
"MANUÁ GABRIEL PINHEIRO DA SILVA - 70434351296";"320,00";"320,00";"320,00"
"MANUELA CAMELI SANTIAGO LEBRE - 95125213268";"715,63";"715,63";"715,63"
"MANUELA CANUTO DE SANTANA - 82092800230";"12.454,46";"12.454,46";"12.454,46"
"MANUELA JUVENCIO DE LIMA - 06470325203";"1.470,00";"1.470,00";"1.470,00"
"MANUELA MENDONÇA PEREIRA - 10505603292";"160,00";"160,00";"0,00"
"MANUELA MIRANDA DE OLIVEIRA - 06222906222";"400,00";"400,00";"400,00"
"MANUELA SILVA NASCIMENTO - 70328953288";"958,00";"958,00";"958,00"
"MANUEL BARROS CORREIA - 13836188287";"6.565,76";"6.565,76";"6.565,76"
"MANUELLE DA SILVA LIMA - 02320058265";"40,00";"40,00";"40,00"
"MANUEL SERGIO NEGUEIROS DE SOUZA - 51013142268";"393,34";"393,34";"393,34"
"MANUELY COSTA DA CUNHA - 02670255213";"3.659,27";"3.659,27";"3.659,27"
"MANUPA COMERC EXPOR IMPORT DE EQUIP E VE - 03093776000191";"2.803.739,00";"299.999,00";"299.999,00"
"MANUPA COMERCIO, EXPO, IMPOR, DE EQUIP. - 03093776000787";"1.314.428,00";"1.314.428,00";"1.314.428,00"
"MANXINERINE YWPTOWAKA - 08669477000176";"100.000,00";"100.000,00";"100.000,00"
"MAPFRE VERA CRUZ SEGURADORA S/A - 61074175000138";"19.128,21";"13.996,59";"13.996,59"
"MAPPES FRANCISCO DE O BARROSO JUNHO - 01438321236";"960,09";"960,09";"960,09"
"MAQUESON P DA SILVA - 14278444000106";"41.814,00";"41.814,00";"41.814,00"
"MAQUIENE CAMELI DE AZEVEDO - 08098592200";"696,00";"696,00";"696,00"
"MAQUIRA INDUSTRIA DE PRODUTOS ODONTOLOGI - 05823205000190";"31.363,40";"0,00";"0,00"
"MARA CLAUDIA PEREIRA DE MELLO - 94193339220";"753,38";"753,38";"753,38"
"MARA CLICIA EUGENIO ROSAS LEITE - 63268884253";"2.000,00";"2.000,00";"2.000,00"
"MARA KELLY DA SILVA DIOGO - 09058867200";"320,00";"320,00";"320,00"
"MARA REGINA MEDEIROS CHAVES - 51599856204";"538,13";"538,13";"538,13"
"MARA SANDRA DA SILVA MARTINS - 93071892268";"7.871,82";"7.871,82";"7.871,82"
"MARA SANDRA SANTOS SCHUMANN - 52825132268";"1.456,28";"1.456,28";"1.456,28"
"M ARAUJO BARBOSA LTDA - 41423486000158";"846.300,00";"773.400,00";"587.100,00"
"MARBIO CLEITON MENDONCA MUNIZ - 70516688200";"1.200,00";"1.200,00";"1.200,00"
"MARCELA BRENDA BARBOSA FERREIRA - 02918077208";"389,21";"389,21";"389,21"
"MARCELA CRISTINA OZORIO - 64371964249";"53.387,31";"53.387,31";"53.387,31"
"MARCELA DA SILVA CARVALHO SANTANA - 80651569249";"5.877,69";"5.877,69";"5.877,69"
"MARCELA DA SILVA DO NASCIMENTO - 01280225238";"1.288,12";"1.288,12";"1.288,12"
"MARCELA DE MENEZES VIEIRA - 71549919253";"1.717,51";"1.717,51";"143,13"
"MARCELA DE OLIVEIRA ASSIS - 02678517233";"28.571,43";"28.571,43";"28.571,43"
"MARCELA DOS SANTOS ROGERIO - 06312720209";"320,00";"320,00";"320,00"
"MARCELA FERNANDES DA SILVA - 01552807240";"7.197,83";"7.197,83";"7.197,83"
"MARCELA FERREIRA DOS SANTOS - 08411791238";"570,00";"570,00";"570,00"
"MARCELA FIDELIS DE CASTRO - 70109818253";"6.358,24";"6.358,24";"6.358,24"
"MARCELA JANARA ARDAIA DE OLIVEIRA - 66164508215";"2.003,73";"2.003,73";"2.003,73"
"MARCELA JANARA ARDAIA DE OLIVEIRA SF - 04034484000140";"12.400,00";"12.400,00";"12.400,00"
"MARCELA NEGREIROS LOPES - 04210445274";"400,00";"400,00";"400,00"
"MARCELA OLIVEIRA LIMA - 02772064212";"480,00";"480,00";"480,00"
"MARCELA ROCHA DA SILVA - 10324619260";"2.088,00";"2.088,00";"2.088,00"
"MARCELA ROCHA DA SILVA - 71651683204";"8.230,10";"8.230,10";"8.230,10"
"MARCELA RODRIGUES DE LIMA SILVA - 62503910297";"592,00";"592,00";"592,00"
"MARCELA SALES DA SILVA - 01820597237";"640,00";"640,00";"640,00"
"MARCELA SILVA DE VASCONCELOS - 92340105234";"2.505,12";"2.505,12";"2.505,12"
"MARCELA SILVA LIMA - 04100770200";"640,00";"640,00";"640,00"
"MARCELA SILVA QUEIROZ - 00954387260";"128,00";"128,00";"128,00"
"MARCELA SOARES PASSAMANI - 06811818263";"410,00";"410,00";"410,00"
"MARCEL BEZERRA CHAVES - 65261968291";"4.522,18";"4.522,18";"4.522,18"
"MARCEL ERICK FERNANDES PEDRALINO - 97886238168";"4.438,64";"4.438,64";"4.438,64"
"MARCEL HADAD FARIAS - 70202826287";"2.352,93";"2.352,93";"2.352,93"
"MARCELIANE DA SILVA GUEDES COSTA - 90615352200";"2.316,81";"2.316,81";"2.316,81"
"MARCELINA PEREIRA FREIRE - 00385977212";"4.198,35";"4.198,35";"4.198,35"
"MARCEL KARLOS BEZERRA PERES - 43537057253";"2.678,62";"2.678,62";"2.678,62"
"MARCELLA LIRA FRANCA - 02075786216";"1.768,53";"1.768,53";"1.768,53"
"MARCELLA MARIA MOURA DE SOUZA - 79643329291";"10.108,46";"10.108,46";"10.108,46"
"MARCELLE DA SILVA BEZERRA - 01597381217";"214,88";"214,88";"214,88"
"MARCELO ARAUJO NERI - 69974403200";"376,87";"376,87";"376,87"
"MARCELO AUGUSTO JORGE - 14585148892";"17.267,06";"15.267,06";"15.267,06"
"MARCELO AUGUSTO LIRA DE JESUS - 02917895284";"32.748,80";"32.748,80";"32.748,80"
"MARCELO BARBOSA DA SILVA - 51349426253";"214,88";"214,88";"214,88"
"MARCELO BARRETO COSTA - 94723109234";"3.299,57";"3.299,57";"3.299,57"
"MARCELO BATISTA BEZERRA - 01302591282";"24.840,00";"24.840,00";"24.840,00"
"MARCELO DA SILVA DE ASSIS NUNES - 94329095220";"1.716,37";"1.716,37";"1.716,37"
"MARCELO DE ALMEIDA LIMA - 88309509200";"12.128,36";"12.128,36";"10.378,36"
"MARCELO DE ALMEIDA LIMA SF - 04034484000140";"2.000,00";"2.000,00";"2.000,00"
"MARCELO DE FREITAS PINTO - 51625962215";"7.930,24";"7.930,24";"7.930,24"
"MARCELO DE MACEDO LEBRE FILHO - 07189070273";"780,00";"780,00";"780,00"
"MARCELO DE OLIVEIRA SOUZA - 97269549249";"9.759,74";"9.759,74";"9.759,74"
"MARCELO DE PAIVA MADEIRA - 68844840200";"357,81";"357,81";"357,81"
"MARCELO DO CARMO FARIA - 74991248272";"656,78";"656,78";"656,78"
"MARCELO DO NASCIMENTO BARROS - 59981881287";"807,25";"807,25";"807,25"
"MARCELO DUARTE DE SOUZA - 05277291245";"240,00";"240,00";"240,00"
"MARCELO FERREIRA DA SILVA - 03114161286";"192,00";"192,00";"0,00"
"MARCELO FERREIRA DE FREITAS - 87058375291";"8.116,81";"8.116,81";"8.116,81"
"MARCELO FONTINELE FERREIRA - 52356825215";"18.607,54";"18.607,54";"18.607,54"
"MARCELO GOMES DE SOUZA - 84965703200";"4.079,49";"4.079,49";"4.079,49"
"MARCELO GOMES DE SOUZA SF - 04034484000140";"4.000,00";"4.000,00";"4.000,00"
"MARCELO GONCALVES - 44883034000147";"4.292,52";"0,00";"0,00"
"MARCELO GRANGEIRO VIEIRA FILHO - 94616159220";"4.222,74";"4.222,74";"4.222,74"
"MARCELO HOLANDA RAMOS - 87688255287";"2.000,00";"2.000,00";"2.000,00"
"MARCELO LIMA DA SILVA - 08854960276";"474,00";"474,00";"474,00"
"MARCELO LIRA DE ARAUJO - 30920744400";"8.097,25";"8.097,25";"7.559,12"
"MARCELO LUAN COSTA MACHADO - 83487239272";"3.220,87";"3.220,87";"3.220,87"
"MARCELO LUIS LOPES DOS SANTOS - 02249552843";"6.882,58";"6.882,58";"6.882,58"
"MARCELO LUIZ SOARES SANCHES - 00702975257";"3.533,22";"3.533,22";"3.533,22"
"MARCELO MARINHO BEZERRA - 10197624200";"160,00";"160,00";"160,00"
"MARCELO MARQUES DE SOUZA - 50875361234";"640,00";"640,00";"0,00"
"MARCELO MELO DE ANDRADE - 33992428249";"3.371,32";"3.371,32";"1.591,22"
"MARCELO MESSIAS DE CARVALHO - 35928069200";"51.094,54";"51.094,54";"50.372,99"
"MARCELO MOHALLEM EPP - 13579783000151";"21.659,95";"3.999,95";"3.999,95"
"MARCELO MONTEIRO BEZERRA DA COSTA - 07599557270";"996,00";"996,00";"996,00"
"MARCELO MONTEIRO DIAS - 83502700206";"3.443,97";"3.443,97";"3.443,97"
"MARCELO MONTEIRO FERREIRA LIMA - 00284137251";"7.326,27";"7.326,27";"7.326,27"
"MARCELO NERY VITORINO - 68754949220";"6.584,91";"6.584,91";"6.584,91"
"MARCELO NOGUEIRA RUFINO - SF - 04034484000140";"4.000,00";"4.000,00";"4.000,00"
"MARCELO PEDROZA SOARES - 66264219215";"19.464,85";"19.464,85";"19.464,85"
"MARCELO PEREIRA DA COSTA - 81220553204";"2.209,97";"2.209,97";"2.209,97"
"MARCELO PEREIRA DE SOUZA - 02464907219";"30.000,00";"30.000,00";"30.000,00"
"MARCELO PESSOA COELHO - 63296535268";"1.049,03";"1.049,03";"1.049,03"
"MARCELO QUINTELLA MIGUEIS - 43424929204";"8.473,71";"8.473,71";"8.473,71"
"MARCELO RENAN SERRATE RODRIGUES - 02321221216";"7.801,10";"7.801,10";"7.801,10"
"MARCELO RIBEIRO - 98361163700";"22.329,65";"22.329,65";"22.329,65"
"MARCELO RODRIGUES DA SILVA - 03869764228";"714,79";"714,79";"714,79"
"MARCELO SANTOS DA SILVA - 02715630280";"400,00";"400,00";"400,00"
"MARCELO SARAIVA DA COSTA - 52373339234";"1.183,87";"1.183,87";"1.183,87"
"MARCELO SILVA DE AMORIM - 04115927267";"7.326,87";"7.326,27";"7.326,27"
"MARCELO SILVA DE PAIVA - 87601974200";"9.230,02";"9.230,02";"8.476,65"
"MARCELO TORRES NUNES DE ALMEIDA - 86209604234";"71,56";"71,56";"71,56"
"MARCELO VASCONCELOS DA SILVA - 04150398275";"7.326,27";"7.326,27";"7.326,27"
"MARCELO VIEIRA SIMAO - 75711990268";"10.000,00";"10.000,00";"10.000,00"
"MARCELO VINICIUS DA SILVA SOUZA - 06082876288";"7.326,27";"7.326,27";"7.326,27"
"MARCEL PORTELA DA COSTA LIMA - 81836376200";"3.220,87";"3.220,87";"3.220,87"
"MARCIA ALEXANDRE DOS ANJOS - 68688431272";"30.240,00";"30.240,00";"30.240,00"
"MARCIA ALVES DE MACEDO - 01249798230";"290,00";"290,00";"290,00"
"MARCIA ANDREA NUNES DE OLIVEIRA - 67139515204";"1.200,00";"1.200,00";"1.200,00"
"MARCIA AURELIA DOS SANTOS PINTO - 01870875710";"143,13";"143,13";"143,13"
"MARCIA CRISTINA DE FARIAS SILVA - 23360160282";"204.649,65";"204.649,65";"0,00"
"MARCIA CRISTINA DE OLIVEIRA FREITAS - 69762619234";"640,00";"640,00";"640,00"
"MARCIA CRISTINA FERNANDES CAMPOS - 02688394258";"960,00";"960,00";"960,00"
"MARCIA CRISTINA LESSA DE MEDEIROS - 01289042241";"10.616,77";"10.616,77";"10.616,77"
"MARCIA CRISTINA PORTELA DE MESQUITA - 49518909253";"2.146,87";"2.146,87";"2.146,87"
"MARCIA DA COSTA OLIVEIRA - 62112945220";"10.909,02";"8.487,12";"5.982,00"
"MARCIA DE PAIVA BEZERRA - 02479072274";"3.640,00";"3.640,00";"3.640,00"
"MARCIA FREITAS DE PAIVA - 46151150244";"962,19";"962,19";"962,19"
"MARCIA GOMES DO NASCIMENTO - 70203113268";"314,00";"314,00";"314,00"
"MARCIA HELENA ALBANO BAIMA - 56215614220";"9.375,48";"9.375,48";"9.375,48"
"MARCIA IRIS MATOS DA SILVA - 36062561249";"15.600,00";"15.600,00";"15.600,00"
"MARCIA LIMA ROCHA - 67290256204";"1.842,50";"1.842,50";"1.842,50"
"MARCIA MARIA DOS SANTOS - 73556858215";"23.520,00";"23.520,00";"23.520,00"
"MARCIANA BEZERRA DA SILVA - 94807604287";"715,62";"715,62";"715,62"
"MARCIANA DA SILVA LOPES PAULA - 05418692216";"312,00";"312,00";"312,00"
"MARCIANA GONCALVES FREIRE - 76677079287";"3.498,14";"3.498,14";"3.498,14"
"MARCIANE ALBINO DE OLIVEIRA - 00016630203";"400,00";"400,00";"400,00"
"MARCIANE CARVALHO PAULINO - 03999369205";"320,00";"320,00";"320,00"
"MARCIANE OLIVEIRA BRAGA - 01707034281";"1.170,00";"1.170,00";"1.170,00"
"MARCIANI OLIVEIRA MARUBO - 03542953229";"400,00";"400,00";"400,00"
"MARCIANO DE MELO MARINHO - 04221692260";"2.277,00";"2.277,00";"2.277,00"
"MÁRCIA NOGUEIRA DA COSTA - 08129891204";"1.730,00";"1.730,00";"1.730,00"
"MARCIANO KAXINAWÁ SABINO - 04649740207";"4.042,93";"0,00";"0,00"
"MARCIA ODILIA MARCAL DE VASCONCELOS - 39126897253";"538,13";"538,13";"538,13"
"MARCIA PERES RODRIGUES - 47798572287";"264,00";"264,00";"264,00"
"MARCIA R. B DA ROCHA - CONSULTORIO - 08495841000129";"99.000,00";"28.200,00";"28.200,00"
"MARCIA R. B DA ROCHA - CONSULTORIO - 08495841000200";"70.950,00";"23.190,00";"23.190,00"
"MARCIA R. B DA ROCHA - CONSULTORIO - 08495841000390";"45.000,00";"11.100,00";"11.100,00"
"MARCIA REGINA DE SOUSA PEREIRA - 00407766707";"44.634,60";"44.634,60";"44.634,60"
"MARCIA REGINA LOPES DE OLIVEIRA - 61968188215";"1.080,00";"1.080,00";"1.080,00"
"MARCIA REGINA RIBEIRO DA SILVA - 56197667215";"16.962,98";"16.962,98";"11.952,73"
"MARCIA SILVA DE OLIVEIRA - 06380015280";"312,00";"312,00";"312,00"
"MARCIA SILVIA DE LIMA - 32218842220";"9.041,20";"9.041,20";"9.041,20"
"MARCIA SORAYA CUETO FALCAO - 21654972215";"18.403,86";"18.403,86";"15.497,99"
"MARCIA SULAMITA MACIEL DE ARAUJO - 34017216234";"815,30";"815,30";"815,30"
"MARCIA SULAMITA MACIEL DE ARAUJO  SF - 04034484000140";"3.000,00";"3.000,00";"3.000,00"
"MARCIA VALERIA LIMA NEGREIROS - 57134324320";"2.433,12";"2.433,12";"2.433,12"
"MARCIELLY NASCIMENTO AIRES - 04076501217";"472,00";"472,00";"472,00"
"MARCILA DA SILVA BARROS - 02205492225";"320,00";"320,00";"320,00"
"MARCILANE OLIVEIRA DE LIMA - 02772059219";"400,00";"400,00";"400,00"
"MARCILENE ALEXANDRINA CHAVES - 69248184200";"3.631,87";"3.631,87";"3.631,87"
"MARCILENE CRISTIANE DO NASCIMENTO - 49551949234";"563,36";"563,36";"563,36"
"MARCILENE DA SILVA DE MOURA - 42074622287";"2.316,81";"2.316,81";"2.316,81"
"MARCILENE SOUSA DO NASCIMENTO - 55043046287";"6.320,00";"6.320,00";"6.320,00"
"MARCILINA MOREIRA DE ALMEIDA - 92453805215";"2.720,00";"2.720,00";"2.720,00"
"MARCILIO JUNIOR DO NASCIMENTO SILVA - 10127439269";"320,00";"320,00";"0,00"
"MARCILIO LAURENTINO PIRES DOS SANTOS - 03379431419";"4.473,61";"4.473,61";"4.473,61"
"MARCIO ANDRE MARINHO DE ALMEIDA - 87537990204";"4.436,86";"4.436,86";"4.436,86"
"MARCIO ARAUJO PARENTE - 68415877234";"12.270,83";"12.270,83";"12.270,83"
"MARCIO AURELIO DANTAS FERREIRA - 65263049234";"2.504,74";"2.504,74";"2.504,74"
"MARCIO AZAD OLIVEIRA - 94736960272";"6.401,09";"3.403,66";"1.877,86"
"MARCIO CAMILO DA SILVA - 41215982291";"226.061,54";"226.061,54";"226.061,54"
"MARCIO CEZAR GARCIA - 69405395220";"3.148,74";"3.148,74";"3.148,74"
"MARCIO CHAVES SOUSA - 97646822272";"5.525,25";"5.525,25";"0,00"
"MARCIO CRISTIANO MACIEL - 58238603234";"4.293,72";"4.293,72";"4.293,72"
"MARCIO CRISTIANO MACIEL-SF - 04034484000140";"16.000,00";"16.000,00";"12.000,00"
"MARCIO CRISTIANO SILVA - 52283720249";"1.614,37";"1.614,37";"1.614,37"
"MARCIO DA CRUZ MUNIZ - 00992075246";"2.212,48";"2.212,48";"2.212,48"
"MARCIO D ANZICOURT PINTO - 00837893402";"4.647,64";"4.647,64";"4.647,64"
"MARCIO DA SILVA - 81592671187";"6.597,50";"6.597,50";"6.597,50"
"MARCIO DA SILVA DE MIRANDA - 03192639245";"3.641,12";"3.641,12";"3.641,12"
"MARCIO DA SILVA MEIRELES - 70203326253";"7.662,60";"7.662,60";"7.662,60"
"MARCIO DE MACEDO TORTURELA - 07301509766";"10.304,00";"10.304,00";"10.304,00"
"MARCIO DE SOUZA BERNARDO - 90212452215";"5.088,38";"5.088,38";"5.088,38"
"MARCIO FELIPE COSTA E SILVA - 00223408239";"753,37";"753,37";"753,37"
"MARCIO FELIPE RODRIGUES DE LIMA - 76081087204";"1.300,00";"1.300,00";"1.300,00"
"MARCIO FRANCISCO BRASIL DA SILVA - 67884814234";"1.614,37";"1.614,37";"1.614,37"
"MARCIO GREIK DO CARMO ANDRADE - 63162911249";"1.614,37";"1.614,37";"1.614,37"
"MARCIO GRENCK SOUSA DA SILVA - 65923782200";"8.426,03";"8.426,03";"8.426,03"
"MARCIO JANDER RIBEIRO DAMASCENO - 34027084268";"5.306,90";"5.306,90";"5.306,90"
"MARCIO JOSÉ DE SOUZA DOURADO - 78811643287";"1.183,87";"1.183,87";"1.183,87"
"MARCIO JOSE MORAES FIGUEIREDO - 88270327204";"1.506,74";"1.506,74";"1.506,74"
"MARCIO JOSE MORAES FIGUEREDO-SF - 04034484000140";"4.000,00";"4.000,00";"4.000,00"
"MARCIO LUIZ PAIVA DE LIMA - 51577011287";"13.611,87";"13.611,87";"12.024,46"
"MARCIO LUIZ SOUSA DE OLIVEIRA - 80161022200";"3.228,74";"3.228,74";"3.228,74"
"MARCIO MACHADO BINDA - 85366110220";"5.040,00";"5.040,00";"5.040,00"
"MARCIO MAGALHAES AGUIAR - 61425745253";"5.868,14";"5.868,14";"5.868,14"
"MARCIONETE SERRA DA SILVA - 01681766299";"308,00";"308,00";"308,00"
"MARCIO PAULO MATOS DE LIMA - 01355427231";"29.232,00";"29.232,00";"29.232,00"
"MARCIO RIBEIRO HIERT DA CRUZ - 03598488262";"538,12";"538,12";"538,12"
"MARCIO ROBERTO DE SOUZA REIS - 57891443220";"8.125,99";"8.125,99";"8.125,99"
"MARCIO ROBERTO SILVA GOMES - 02787833250";"3.517,50";"3.517,50";"3.517,50"
"MARCIO SILVESTRE LEVI NOGUEIRA - 82449465200";"15.000,00";"15.000,00";"15.000,00"
"MARCIO SOUSA RIBEIRO - 85346250263";"1.288,12";"1.288,12";"1.288,12"
"MARCIO VASCONCELOS COSTA - 93957777291";"3.442,95";"3.442,95";"3.442,95"
"MARCIO VERISSIMO CARVALHO DANTAS - 36009687268";"3.265,39";"3.265,39";"3.265,39"
"MARCIUS AGNALDO DE SOUSA BRAGA - 44413602234";"18.929,85";"18.929,85";"18.929,85"
"MARCIZO DA COSTA DA SILVA - 63224054204";"320,00";"320,00";"320,00"
"MARCLEIDE ANDRADE DE AMORIM - 09370105298";"1.240,00";"1.240,00";"1.240,00"
"MARCLEIDE SILVA DOS SANTOS - 01536431290";"4.673,17";"4.673,17";"4.673,17"
"MARCLEIDE TAVARES DE CASTRO SILVA - 33958181287";"2.505,12";"2.505,12";"2.505,12"
"MARCLICIA PINHEIRO DA SILVA - 07172259254";"360,00";"360,00";"360,00"
"MARCO ANTONIO DA SILVA LIMA - 10503619205";"488,00";"488,00";"488,00"
"MARCO ANTONIO DOS SANTOS DE FARIA - 55401651104";"10.020,49";"10.020,49";"10.020,49"
"MARCO ANTONIO MARTINS DA SILVA ACOSTA - 03775773240";"330,00";"330,00";"330,00"
"MARCO AURELIO OLIVEIRA DOS SANTOS - 02269896238";"2.973,44";"2.973,44";"2.973,44"
"MARCO AURÉLIO RIBEIRO - 04135566626";"5.170,23";"5.170,23";"5.170,23"
"MARCONDES DE LIMA RODRIGUES - 00369035232";"2.313,62";"2.313,62";"2.313,62"
"MARCONE RICARDO DA SILVA - 77310861434";"215,25";"215,25";"215,25"
"MARCOS AFONSO FONSECA DE MELO 47429529 - 47429529000199";"3.233,10";"3.233,10";"3.233,10"
"MARCOS AFONSO SOUZA NERY - 92128726204";"10.258,09";"10.258,09";"10.258,09"
"MARCOS ALAN XIMENES LIMA - 43469426287";"2.421,90";"2.421,90";"2.421,90"
"MARCOS ALVES BARRETO - 02936284244";"861,01";"861,01";"861,01"
"MARCOS ANDRE GOMES DA SILVA - 96613483249";"5.438,73";"5.438,73";"5.438,73"
"MARCOS ANTONIO ALVES DE LIMA - 34028277272";"79.131,83";"79.131,83";"79.131,83"
"MARCOS ANTONIO CARVALHO CORDEIRO - 30787890200";"200,25";"200,25";"200,25"
"MARCOS ANTONIO CHAVES DOS SANTOS - 30852293291";"10.708,92";"10.708,92";"10.708,92"
"MARCOS ANTONIO DE LIMA SARKIS - 19679637204";"322,88";"322,88";"322,88"
"MARCOS ANTONIO DE MORAES NOBRE - 43399223234";"4.059,19";"4.059,19";"4.059,19"
"MARCOS ANTONIO DE SOUSA SILVA - 00944895212";"5.017,94";"5.017,94";"1.000,00"
"MARCOS ANTONIO LIMA DE AGUIAR - 80929176200";"5.435,91";"5.435,91";"5.435,91"
"MARCOS ANTONIO LIMA DE JESUS - 01842297236";"10.466,34";"10.466,34";"10.466,34"
"MARCOS ANTONIO LOPES DE FIGUEIREDO - 52309606200";"4.652,38";"4.652,38";"4.652,38"
"MARCOS ANTONIO MACHADO DE SOUZA - 02255683229";"312,00";"312,00";"312,00"
"MARCOS ANTONIO MACIEL RUFINO - 41264886268";"12.267,00";"12.267,00";"12.267,00"
"MARCOS ANTONIO MAGALHAES DA SILVA - 03824130246";"288,00";"288,00";"288,00"
"MARCOS ANTONIO OTAVIANO DE MOURA - 51774240220";"17.597,02";"17.597,02";"17.597,02"
"MARCOS ANTONIO SANTIAGO MOTTA - 61644269287";"35.484,75";"35.484,75";"35.484,75"
"MARCOS ANTONIO SANTOS GOES - 21742430244";"7.698,48";"7.698,48";"5.981,36"
"MARCOS AUGUSTO RINO BARRETO DA SILVA NEN - 94909032487";"1.721,99";"1.721,99";"1.721,99"
"MARCOS AURELHO DA SILVA - 56285337268";"4.222,74";"4.222,74";"4.222,74"
"MARCOS AURELIO DE OLIVEIRA LIMA - 21757020225";"990,48";"990,48";"990,48"
"MARCOS AURELIO FERREIRA GOMES - 01567272509";"2.690,63";"2.690,63";"2.690,63"
"MARCOS AURELIO LOPES DE OLIVEIRA - 86298330259";"1.937,24";"1.937,24";"1.937,24"
"MARCOS AURELIO MAGALHAES PINA - 02894215436";"2.948,62";"2.948,62";"2.948,62"
"MARCOS AURELIO SALIM BARBOSA AGUIRRE - 13335812204";"7.587,53";"7.587,53";"7.587,53"
"MARCOS BARBOSA AGUIAR - 01530588200";"926,72";"926,72";"926,72"
"MARCOS BARRETO DA SILVA - 09074105297";"1.672,00";"1.672,00";"1.672,00"
"MARCOS BATISTA MESSIAS - 65129040287";"2.516,03";"2.516,03";"2.516,03"
"MARCOS BORGES CARDOSO - 00672226251";"5.797,37";"5.797,37";"5.797,37"
"MARCOS BRISTOL DE OLIVEIRA - 71071150227";"320,00";"320,00";"320,00"
"MARCOS BRUNO DE SENA COUTINHO - 02466825236";"26.980,80";"26.980,80";"26.980,80"
"MARCOS CARVALHO DO CARMO - 03884235524";"1.183,87";"1.183,87";"1.183,87"
"MARCOS CLAY LUCIO DA SILVA - 44375670215";"5.240,08";"5.240,08";"3.652,67"
"MARCOS CLEYDER JANSEN - 48367524268";"4.198,36";"4.198,36";"4.198,36"
"MARCOS DA SILVA ROCHA - 92567207287";"8.158,10";"8.158,10";"8.158,10"
"MARCOS DA SILVA SOUZA - 10195345240";"310,00";"310,00";"0,00"
"MARCOS DA SIVA BRITO - 00842241264";"10.292,07";"10.292,07";"8.449,57"
"MARCOS DE ALMEIDA MATOS - 05867917606";"13.440,00";"13.440,00";"13.440,00"
"MARCOS DE CASTRO CORREA - 00516334263";"3.824,96";"3.824,96";"2.044,86"
"MARCOS DE SOUZA OLIVEIRA - 69974888204";"1.356,74";"1.356,74";"979,87"
"MARCOS DIONE BERLAMINO DA SILVA - 01324325283";"320,00";"320,00";"320,00"
"MARCOS DO CARMO SANTOS - 08487992242";"362,00";"362,00";"362,00"
"MARCOS EDUARDO PIEDADE DE FRANÇA - 07611169238";"396,00";"396,00";"396,00"
"MARCOS EMANUEL COSTA LIMA - 02082723216";"390,00";"390,00";"390,00"
"MARCOS FABIO DA SILVA CAVALCANTE - 41201787220";"6.226,11";"6.226,11";"6.226,11"
"MARCOS FELIPE SILVA VIEGAS - 00135757240";"9.758,39";"9.758,39";"9.758,39"
"MARCOS FERNANDES LACERDA - 93269382120";"5.317,91";"5.317,91";"5.317,91"
"MARCOS FERNANDO REGO DA COSTA - 05560856207";"590,00";"590,00";"590,00"
"MARCOS FERNANDO SILVA - 43523714249";"30.000,00";"30.000,00";"30.000,00"
"MARCOS FRANCA MAIA - 21774870215";"15.020,64";"15.020,64";"15.020,64"
"MARCOS FRANK COSTA E SILVA - 65484614287";"26.201,36";"26.201,36";"26.201,36"
"MARCOS GABRIEL COSTA SILVA - 70532661257";"348,00";"348,00";"348,00"
"MARCOS GOMES DA ROCHA - 09880890256";"248,00";"248,00";"248,00"
